geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
62880,-4.103667442881338,-38.495564300328574,horizonte,CE
62860,-4.093127327033661,-38.30485510230516,pindoretama,CE
62875,-4.3010368283210205,-38.50134905172281,chorozinho,CE
62842,-4.260743726145058,-38.05317500486483,sucatinga,CE
62810,-4.706189674670474,-37.36610439010192,icapuí,CE
62852,-4.048294500000004,-38.18788199999999,caponga,CE
62965,-5.272722837972614,-38.273863821039214,sao joao do jaguaribe,CE
62900,-4.936536092354878,-37.9700053741039,russas,CE
62940,-5.113270140113799,-38.36673257418335,morada nova,CE
62930,-5.15675587699766,-38.09339540715893,limoeiro do norte,CE
62920,-5.069803090778165,-37.98568678190836,quixere,CE
62960,-5.24424427677554,-38.126194423377136,tabuleiro do norte,CE
62970,-5.520457245470628,-38.27143100905873,alto santo,CE
62980,-5.81126947465788,-38.30429410506842,iracema,CE
62955,-4.980867833703731,-38.63882237052403,ibicuitinga,CE
62990,-5.723148003432357,-38.1556882280784,potiretama,CE
62965,-5.27276260793315,-38.27382643796102,são joão do jaguaribe,CE
62908,-4.994999999999948,-38.00332999999995,sao joao de deus,CE
62910,-4.748310000000004,-37.96256215414699,palhano,CE
63024,-7.231786643248408,-39.3503237747785,juazeiro do norte,CE
63107,-7.245726014175345,-39.42611093441401,crato,CE
63150,-7.08022859231703,-40.360595170994856,campos sales,CE
63180,-7.314259964575111,-39.30379683942273,barbalha,CE
63140,-6.873547139575402,-39.87269124814938,assaré,CE
63140,-6.874073100203601,-39.87014253245559,assare,CE
63190,-7.187416089541276,-39.73892550845259,santana do cariri,CE
63195,-6.998786597235944,-39.7399246801677,altaneira,CE
63155,-7.277169788636147,-40.453431965796135,salitre,CE
63170,-7.210015534368635,-40.1383226385236,araripe,CE
63185,-6.925022999999995,-39.573445500000005,farias brito,CE
63160,-7.09450476260754,-40.02886968732474,potengi,CE
63145,-6.684456633790771,-39.75605208812144,tarrafas,CE
63290,-7.588088395110682,-39.27881329280984,jardim,CE
63280,-7.830512992621943,-39.07565591931012,penaforte,CE
63220,-7.040442368684398,-39.28064211589994,caririacu,CE
63260,-7.489639329189643,-38.98904010407732,brejo santo,CE
63240,-7.3414919999999455,-39.02446249999997,abaiara,CE
63200,-7.246373337632157,-39.16629491578556,missao velha,CE
63230,-6.889933679395599,-39.21587776324954,granjeiro,CE
63210,-7.389679114970786,-38.77586747407412,mauriti,CE
63270,-7.535494408562345,-39.115641862213934,porteiras,CE
63275,-7.688265090187536,-39.00629756085579,jati,CE
63220,-7.041955026198679,-39.28572647261508,caririaçu,CE
63200,-7.247640028173198,-39.13832004695532,missão velha,CE
63307,-7.170618679797477,-34.83513376090153,mangabeira,CE
63340,-6.7922113733265,-38.71914094680426,ipaumirim,CE
63360,-6.942080677233729,-38.9698728399367,aurora,CE
63300,-6.755386742362436,-38.96694518611535,lavras da mangabeira,CE
63380,-7.1794940465592685,-38.77925355434181,barro,CE
63320,-6.731387958107632,-38.71584565970036,baixio,CE
63310,-6.642756534990203,-38.697273494689085,umari,CE
63430,-6.398906499205076,-38.860041368109655,ico,CE
63475,-5.884427610653892,-38.609923946730525,jaguaribe,CE
63490,-5.453583981678744,-38.46299838290441,jaguaribara,CE
63460,-6.050648037721723,-38.46417028725955,pereiro,CE
63430,-6.399314493962654,-38.85851779879252,icó,CE
63470,-6.030918985604263,-38.35019598239988,erere,CE
63477,-4.9624733563413645,-39.0125151672579,feiticeiro,CE
63480,-5.608425058753071,-38.76882955638976,jaguaretama,CE
63540,-6.791794185919147,-39.30021891805819,varzea alegre,CE
63500,-6.360208523390892,-39.29484034083242,iguatu,CE
63570,-6.774548977235152,-39.98777406829451,antonina do norte,CE
63560,-6.095436548034048,-39.4520284644102,acopiara,CE
63515,-6.252816380707373,-39.19933766893757,quixelô,CE
63520,-6.2472834287083066,-38.91596633550679,oros,CE
63595,-6.134856231862349,-39.87751390851306,catarina,CE
63530,-6.538167753867774,-39.49550692249821,carius,CE
63590,-6.519218113484912,-39.76744357824639,saboeiro,CE
63540,-6.7857804762501,-39.29166052223211,várzea alegre,CE
63575,-6.681411746869731,-40.083475621279845,aiuaba,CE
63580,-6.524754957135611,-39.52579749887349,jucas,CE
63515,-6.252661170677467,-39.20062262913047,quixelo,CE
63580,-6.520642851607503,-39.521401660968735,jucás,CE
63530,-6.530131334224698,-39.49351691752041,cariús,CE
63520,-6.244523524319248,-38.91419418701592,orós,CE
63527,-6.244871136319324,-38.91402427412652,guassussê,CE
63527,-6.245285440589121,-38.91626639176536,guassusse,CE
63660,-6.0172220521563125,-40.295587545674586,taua,CE
63600,-5.587191214340284,-39.37196455656805,senador pompeu,CE
63670,-6.3289000055109454,-40.154823446386686,arneiroz,CE
63680,-6.213538994662398,-40.69680563850505,parambu,CE
63605,-5.929558395842972,-39.429517962240176,piquet carneiro,CE
63620,-5.732380745852486,-39.00768488122127,solonopole,CE
63635,-5.676624388957239,-39.19347280507557,milha,CE
63645,-5.880602999999944,-39.25053349999996,deputado irapuan pinheiro,CE
63650,-5.849774248936656,-40.70640433818328,quiterianopolis,CE
63610,-5.743603396218269,-39.62750916108009,mombaça,CE
63610,-5.743603396218269,-39.62750916108009,mombaca,CE
63635,-5.6754970016548265,-39.19503198841616,milhã,CE
63620,-5.726691734424056,-39.00809225073164,solonópole,CE
63660,-5.995816993426346,-40.29127276019542,tauá,CE
63632,-5.527701494234207,-39.5977276032925,mineirolândia,CE
63650,-5.8441258796469935,-40.698594565953286,quiterianópolis,CE
63608,-5.928246735588053,-39.42712070914688,ibicua,CE
63700,-5.183114566410051,-40.67108966301656,crateus,CE
63740,-5.534573388001832,-40.772615388001824,novo oriente,CE
63700,-5.171006647512773,-40.675299087529446,crateús,CE
63780,-4.787583780466525,-40.06538598922351,monsenhor tabosa,CE
63765,-4.942095128939913,-40.53839853792978,sucesso,CE
63765,-4.942293206715036,-40.53792188962019,tamboril,CE
63870,-5.123454407233237,-39.73101418114105,boa viagem,CE
63800,-5.201972213254467,-39.28612031073634,quixeramobim,CE
63860,-4.850886666110852,-39.573173332638575,madalena,CE
63970,-4.819949616409357,-38.824631216035854,ibaretama,CE
63960,-5.300622587702005,-38.92089896010024,banabuiu,CE
63960,-5.307569929728782,-38.91943953806504,banabuiú,CE
63900,-4.97078603197114,-39.01686161434903,quixadá,CE
63910,-5.083127033247695,-39.04096206383959,juatama,CE
64049,-5.0709464999999945,-42.78848175,teresina,PI
64160,-3.458608423804764,-42.37160502286024,luzilandia,PI
64110,-4.748966958017589,-42.57741722076563,jose de freitas,PI
64100,-4.242819182226259,-42.295534696116334,barras,PI
64180,-3.892084643621096,-42.23394623857791,esperantina,PI
64120,-4.584783182160254,-42.85579801454377,uniao,PI
64108,-4.408859246223253,-42.124455493574494,boa hora,PI
64120,-4.587876884032012,-42.8569602355826,união,PI
64145,-3.896092220619878,-42.7135636744712,porto,PI
64150,-3.716305470758854,-42.55055064610651,matias olimpio,PI
64165,-3.4973788340120424,-42.436218572660096,joca marques,PI
64110,-4.748588931622766,-42.57871141310055,josé de freitas,PI
64138,-4.512379500000004,-42.623532,lagoa alegre,PI
64170,-3.507168266409644,-42.1927198814728,joaquim pires,PI
64130,-4.173415095311502,-42.900230563938734,miguel alves,PI
64160,-3.465893631345455,-42.37005757954024,luzilândia,PI
64175,-3.3222093475700696,-42.09161132474284,murici dos portelas,PI
64105,-4.474064110620055,-42.30983100955762,cabeceiras do piaui,PI
64178,-3.742338879019661,-42.310152131713,morro do chapeu do piaui,PI
64140,-3.9823939647671,-42.6220097922699,nossa senhora dos remedios,PI
64168,-3.48451991815066,-42.5044701713218,madeiro,PI
64150,-3.713216501357255,-42.550422224789685,matias olímpio,PI
64220,-2.878926520157492,-41.66739806327445,luis correia,PI
64290,-5.046021758936793,-42.44861075624933,altos,PI
64218,-2.9154275767192086,-41.77509652336472,parnaiba,PI
64260,-4.266378331490602,-41.77837489461923,piripiri,PI
64212,-2.931639387756114,-41.75817711039642,parnaíba,PI
64285,-4.989521999999944,-41.79300199999997,sigefredo pacheco,PI
64240,-3.929133069780427,-41.700814673613735,piracuruca,PI
64270,-4.457315882063149,-41.93709008154344,capitao de campos,PI
64235,-3.4733519871885465,-41.552137731754726,cocal,PI
64238,-3.599760491258272,-41.44991468677714,cocal dos alves,PI
64222,-2.92961947532276,-41.34039592165648,cajueiro da praia,PI
64280,-4.827952238567884,-42.1610348778886,campo maior,PI
64270,-4.456975499999999,-41.9368455,capitão de campos,PI
64255,-4.425064422378748,-41.45294164000785,pedro ii,PI
64278,-4.555787897810568,-41.96826430980074,cocal de telha,PI
64258,-4.389971922156163,-41.60012129938582,lagoa de sao francisco,PI
64250,-4.254459487283713,-41.27046625219703,domingos mourao,PI
64220,-2.8805796643784483,-41.66744979393406,luís correia,PI
64225,-3.1890945489413034,-41.64084687872294,bom principio do piaui,PI
64230,-3.181981359322651,-41.87213884455693,buriti dos lopes,PI
64228,-3.417970380877517,-41.89712977390309,caxingo,PI
64253,-4.702639658275645,-41.4486163053958,milton brandao,PI
64243,-3.9646739999999454,-41.31067399999995,sao joao da fronteira,PI
64265,-4.130638188553197,-41.778505119424246,brasileira,PI
64288,-4.635317999999945,-42.18316099999996,nossa senhora de nazare,PI
64233,-3.475859454349945,-41.841715672852814,caraubas do piaui,PI
64283,-4.48533235878779,-42.11271221667127,boqueirao do piaui,PI
64283,-4.48533235878779,-42.11271221667127,boqueirão do piauí,PI
64250,-4.254386760128626,-41.2743812588932,domingos mourão,PI
64380,-5.4508768077155,-42.36596270069368,beneditinos,PI
64315,-5.800706337923801,-41.95267933450478,santa cruz dos milagres,PI
64300,-6.396218999999991,-41.73503400000001,valenca do piaui,PI
64325,-6.195767824461877,-42.140138849017774,elesbao veloso,PI
64320,-6.236814853563464,-41.42145634201006,pimenteiras,PI
64330,-5.502728385672942,-41.32488129445539,sao miguel do tapuio,PI
64343,-5.172358520670398,-41.702284058240224,juazeiro do piaui,PI
64325,-6.193331869357195,-42.139286925644505,elesbão veloso,PI
64360,-5.250416415704766,-42.21026966555032,alto longa,PI
64345,-5.314149486252718,-41.09448132522323,buriti dos montes,PI
64300,-6.396218999999991,-41.73503400000001,valença do piauí,PI
64390,-5.347238223978726,-42.67879490463176,demerval lobao,PI
64340,-5.3218992707087605,-41.5517296208376,castelo do piaui,PI
64343,-5.172663438012868,-41.70579392966674,juazeiro do piauí,PI
64395,-5.855600221937564,-42.43949154954959,passagem franca do piaui,PI
64330,-5.502728385672942,-41.32488129445539,são miguel do tapuio,PI
64340,-5.32644299040551,-41.540565285423575,castelo do piauí,PI
64375,-5.93514640026863,-42.11261169946273,são félix do piauí,PI
64378,-5.86516003236143,-42.18594706532803,são miguel da baixa grande,PI
64333,-5.866669999999942,-41.08332999999993,assuncao do piaui,PI
64308,-6.513725093171282,-41.57021565903586,lagoa do sitio,PI
64310,-6.104217523245239,-41.78958613396048,aroazes,PI
64375,-5.931933212712333,-42.11396076949926,sao felix do piaui,PI
64335,-5.090599187693916,-42.20321237693925,coivaras,PI
64370,-5.665901932924851,-42.20555112078281,prata do piaui,PI
64365,-5.286123807429194,-41.93206878348626,novo santo antonio,PI
64378,-5.842370999999947,-42.235491499999966,sao miguel da baixa grande,PI
64365,-5.286123807429194,-41.93206878348626,novo santo antônio,PI
64388,-5.409658556365997,-42.64681246377987,lagoa do piaui,PI
64470,-5.993087310503801,-42.555356648979306,hugo napoleão,PI
64495,-6.095649999999978,-42.63644999999997,jardim do mulato,PI
64475,-6.622292320156217,-42.69508924078445,francisco ayres,PI
64490,-6.227942829611587,-42.6850333814357,regeneração,PI
64470,-5.988763371837907,-42.55469901264833,hugo napoleao,PI
64490,-6.231061238744403,-42.68808130859289,regeneracao,PI
64435,-5.998458209590145,-42.702544069863386,sao goncalo do piaui,PI
64440,-5.799059562491884,-42.66179726557431,agricolândia,PI
64430,-5.920016534803407,-42.719895062416704,sao pedro do piaui,PI
64455,-5.81961832697307,-42.513346060855774,barro duro,PI
64400,-6.249830263775127,-42.85098995177482,amarante,PI
64410,-6.075874808145999,-42.73595617651903,angical do piaui,PI
64480,-6.653948946859781,-42.52466905811257,arraial,PI
64420,-5.973202928379057,-43.05806664023512,palmeirais,PI
64440,-5.79711838841494,-42.66171080797696,agricolandia,PI
64453,-5.620004256481491,-42.83116333952249,curralinhos,PI
64468,-5.846246889524823,-42.58037075008656,olho d'água do piauí,PI
64465,-5.833237787328495,-42.633322625198936,lagoinha do piauí,PI
64450,-5.558418419709415,-42.61231693348276,monsenhor gil,PI
64445,-5.680969130709845,-42.73828687029839,miguel leao,PI
64465,-5.841485261387863,-42.62273223295626,lagoinha do piaui,PI
64410,-6.090204944256271,-42.7380798758128,angical do piauí,PI
64590,-7.732417996710413,-40.99002597992053,caridade do piaui,PI
64500,-7.0111733473162925,-42.12194744401073,oeiras,PI
64535,-6.664958737391221,-41.7074620550988,inhuma,PI
64530,-6.45076898850479,-41.92298820120746,novo oriente do piaui,PI
64555,-7.494775716734682,-42.567504536836736,são josé do peixe,PI
64585,-7.597963211806061,-40.81708872941472,simões,PI
64575,-7.359948458554157,-41.13982638342167,jaicos,PI
64590,-7.733847636198887,-40.98835457276021,caridade do piauí,PI
64540,-6.824867646643985,-41.740121673553965,ipiranga do piaui,PI
64548,-7.2483840000000015,-41.849665182044845,wall ferraz,PI
64578,-7.133013965143998,-41.04114762788481,campo grande do piaui,PI
64520,-6.395844673779951,-42.2531628509077,francinopolis,PI
64525,-6.550422363513983,-42.25350033156219,varzea grande,PI
64568,-7.60477358952083,-41.48049691640328,vera mendes,PI
64560,-7.426077559477837,-41.91121481667123,santo inacio do piaui,PI
64545,-7.178762006050675,-41.76456779969353,santa cruz do piaui,PI
64570,-7.737995163302305,-41.67799018348847,isaías coelho,PI
64563,-7.466129579342214,-41.80010824140391,floresta do piaui,PI
64516,-7.228162863032707,-42.17846286387775,colonia do piaui,PI
64550,-7.247374554505267,-42.54549117047457,sao francisco do piaui,PI
64555,-7.495451788285335,-42.563654924387606,sao jose do peixe,PI
64530,-6.491387999999947,-41.995758499999965,novo oriente do piauí,PI
64518,-6.789937310690487,-42.275523904862695,santa rosa do piaui,PI
64565,-7.449645756157219,-41.4810927029774,itainopolis,PI
64575,-7.35499100911526,-41.137127518230514,jaicós,PI
64570,-7.740159061821163,-41.68079105936013,isaias coelho,PI
64525,-6.547621698779411,-42.25127145617813,várzea grande,PI
64512,-6.599605946154159,-42.28387164107608,tanque do piaui,PI
64528,-6.522506322058455,-42.10586083179356,barra d'alcântara,PI
64578,-7.132332230237464,-41.02836212145567,campo grande do piauí,PI
64520,-6.396367452205273,-42.26092188834951,francinópolis,PI
64514,-6.794131282002256,-42.39348579829666,cajazeiras do piauí,PI
64558,-7.5842025553960495,-42.37080650287107,sao miguel do fidalgo,PI
64550,-7.179914999999944,-42.49766599999995,são francisco do piauí,PI
64516,-7.223451314269965,-42.1821822880808,colônia do piauí,PI
64595,-7.831613376353884,-40.90275222312164,curral novo do piaui,PI
64560,-7.427343128638453,-41.912064894527376,santo inácio do piauí,PI
64528,-6.523248017089659,-42.1052341704502,barra d'alcantara,PI
64565,-7.448466299545178,-41.480654567070935,itainópolis,PI
64573,-7.465534531075945,-41.121317661004746,massape do piaui,PI
64510,-6.913474300936725,-41.86388675513923,sao joao da varjota,PI
64540,-6.8271448885670365,-41.74035065664101,ipiranga do piauí,PI
64558,-7.583655139263418,-42.370749632521765,são miguel do fidalgo,PI
64601,-7.076763985255019,-41.4721359549773,picos,PI
64690,-7.086869326629029,-40.611345202736665,fronteiras,PI
64640,-6.9807436481973335,-41.23127121829221,santo antonio de lisboa,PI
64655,-7.01005970317913,-40.93928531562054,alagoinha do piaui,PI
64618,-7.103122178505773,-41.70312718066321,paqueta,PI
64660,-6.833888219561676,-40.61187736751722,pio ix,PI
64650,-6.996289865299472,-41.03016121766296,monsenhor hipolito,PI
64645,-6.995476789966387,-41.1343915462374,francisco santos,PI
64670,-7.088878274656825,-40.829200472198,são julião,PI
64688,-7.142792746182606,-40.94094580375504,vila nova do piaui,PI
64620,-6.958239152000499,-41.6466609405438,dom expedito lopes,PI
64675,-7.242075471150303,-40.85683738308052,alegrete do piauí,PI
64650,-6.998440624835236,-41.02545135159927,monsenhor hipólito,PI
64625,-6.872241667837374,-41.47649588805879,sao jose do piaui,PI
64675,-7.243851021384939,-40.85762441802442,alegrete do piaui,PI
64685,-7.445815665545698,-40.66251082570541,marcolandia,PI
64695,-7.33314954713578,-40.637572987487424,caldeirao grande do piaui,PI
64615,-6.9457054698386615,-41.51936512670124,santana do piaui,PI
64615,-6.946160401915081,-41.51824645946097,santana do piauí,PI
64685,-7.445497553782512,-40.66663410910506,marcolândia,PI
64680,-7.353025293854988,-40.9083102641237,padre marcos,PI
64635,-6.818036093741583,-41.34643746634227,sao joao da canabrava,PI
64670,-7.119267907516565,-40.82085627596805,sao juliao,PI
64695,-7.330757405737734,-40.63549818681714,caldeirão grande do piauí,PI
64655,-7.009570736933405,-40.938057094079454,alagoinha do piauí,PI
64678,-7.378615682420393,-40.97167227266304,belem do piaui,PI
64760,-8.354882738490234,-42.25697495560466,sao joao do piaui,PI
64760,-8.365356894295859,-42.250266521672586,são joão do piauí,PI
64763,-8.496085880934887,-41.81770833607093,capitao gervasio oliveira,PI
64748,-8.221232314232498,-41.07740644501662,acauã,PI
64773,-9.23666238963236,-42.96024804356252,várzea branca,PI
64740,-7.878980865171296,-41.59380411432435,conceicao do caninde,PI
64770,-9.016731068114591,-42.6883204722722,sao raimundo nonato,PI
64700,-7.857411393374013,-41.915100419835404,simplício mendes,PI
64750,-8.132776039787586,-41.14287098234002,paulistana,PI
64758,-8.58206418088001,-41.418740848020576,queimada nova,PI
64705,-7.973235000000002,-41.87166308779437,bela vista do piaui,PI
64728,-8.088788999999945,-42.30686149999997,pedro laurentino,PI
64785,-9.339781814299212,-42.43876726539632,dirceu arcoverde,PI
64764,-8.074864933538636,-42.049814643116704,nova santa rita,PI
64748,-8.214552438866178,-41.083126459103546,acaua,PI
64780,-9.185487967115304,-43.0501947674685,anisio de abreu,PI
64770,-9.013527031738034,-42.684537804566624,são raimundo nonato,PI
64705,-7.968541474820138,-41.87149285067081,bela vista do piauí,PI
64700,-7.861094999999992,-41.90915031343295,simplicio mendes,PI
64790,-8.929775999999947,-41.89843699999997,dom inocencio,PI
64725,-7.879691999999945,-42.60922999999997,ribeira do piaui,PI
64795,-9.28180809319326,-43.3271889086343,caracol,PI
64783,-9.065175081712498,-42.99256483657498,sao braz do piaui,PI
64710,-7.778301730415918,-42.25560374854928,paes landim,PI
64730,-7.661366480036538,-41.88162294178604,campinas do piaui,PI
64768,-8.48302906179974,-41.53338470953869,lagoa do barro do piaui,PI
64798,-9.39518405673822,-43.68666176638027,guaribas,PI
64745,-8.235598586926695,-41.68468272737082,sao francisco de assis do piaui,PI
64793,-8.827324019326511,-42.47960525799345,coronel jose dias,PI
64763,-8.496733501277763,-41.8170033103622,capitão gervásio oliveira,PI
64778,-9.169084034367527,-42.544389853520286,sao lourenco do piaui,PI
64745,-8.146694999999944,-41.605662499999966,são francisco de assis do piauí,PI
64773,-9.235755023896626,-42.96454565377599,varzea branca,PI
64753,-8.14493320362046,-40.79711684564107,betania do piaui,PI
64788,-9.48162869482078,-42.78964754532636,fartura do piauí,PI
64753,-8.148704222154537,-40.79484168557659,betânia do piauí,PI
64720,-7.864519881973609,-42.50340914816357,socorro do piaui,PI
64767,-8.37863209751232,-41.83417386076794,campo alegre do fidalgo,PI
64730,-7.661366480036538,-41.88162294178604,campinas do piauí,PI
64755,-7.937482638438872,-41.2102510446086,jacobina do piaui,PI
64840,-6.788369298630233,-43.56278507622656,guadalupe,PI
64868,-7.864803509952608,-45.21117488286422,baixa grande do ribeiro,PI
64806,-6.782159294136806,-43.02021760889799,floriano,PI
64880,-8.098876316194977,-43.65956999573901,eliseu martins,PI
64860,-7.231252710248777,-44.55382689252074,urucui,PI
64890,-8.1098305527142,-42.948917733871056,canto do buriti,PI
64850,-7.263910292425629,-43.93180311089056,landri sales,PI
64885,-8.187299840670516,-43.79085957010507,colonia do gurgueia,PI
64820,-7.601336324381058,-43.026868872593,itaueira,PI
64893,-8.401252761358954,-42.91263794033974,tamboril do piaui,PI
64845,-7.122169999999926,-43.89074999999997,marcos parente,PI
64835,-7.769390359425563,-43.14077531946008,rio grande do piaui,PI
64895,-8.206209570046926,-42.83448550483577,brejo do piaui,PI
64860,-7.2329813092147965,-44.55682308655431,uruçuí,PI
64875,-8.013156984810587,-43.8714554385632,manoel emídio,PI
64875,-8.007335947567405,-43.87304635547834,manoel emidio,PI
64835,-7.777163626566641,-43.13636548212117,rio grande do piauí,PI
64873,-7.570271211996795,-44.0644861518687,sebastiao leal,PI
64865,-7.55760931279626,-45.24280782125927,ribeiro goncalves,PI
64815,-7.790439641260135,-42.92361430762196,flores do piaui,PI
64855,-7.220305569287085,-44.19548589019441,antonio almeida,PI
64838,-7.966131010705346,-43.22312731849132,pavussu,PI
64885,-8.176928244159923,-43.79607534997383,colônia do gurguéia,PI
64858,-6.969391094221577,-44.20208209349281,porto alegre do piaui,PI
64898,-7.856621999999996,-42.820771500000006,pajeu do piaui,PI
64870,-7.6415814797654145,-43.95393890334598,bertolinia,PI
64825,-6.968973215645641,-42.675583113448106,nazare do piaui,PI
64855,-7.218767606910639,-44.19612938299576,antônio almeida,PI
64815,-7.79451009838345,-42.92567465874557,flores do piauí,PI
64870,-7.640285764295311,-43.953279489169454,bertolínia,PI
64865,-7.559956291495293,-45.24233760272114,ribeiro gonçalves,PI
64925,-8.727145342158801,-44.23588584026764,palmeira do piauí,PI
64980,-10.441255487219744,-45.16858578213835,corrente,PI
64965,-10.201871999999945,-43.96169149999997,avelino lopes,PI
64940,-9.75206622516459,-45.30505822226984,monte alegre do piaui,PI
64910,-8.954179573546538,-44.13304007778439,santa luz,PI
64915,-9.486171972562596,-44.58455181046884,redencao do gurgueia,PI
64920,-8.810830959463189,-44.21861579867088,cristino castro,PI
64960,-10.028068716566615,-44.3017502062803,curimatá,PI
64960,-10.032982443266746,-44.30008216734024,curimata,PI
64930,-9.841020049536484,-45.34129743385321,gilbues,PI
64993,-10.030007402080914,-45.30435389220345,sao goncalo do gurgueia,PI
64923,-8.455556999999946,-43.978332499999965,alvorada do gurguéia,PI
64968,-9.721365421610196,-43.90042595571349,morro cabeça no tempo,PI
64923,-8.455556999999946,-43.978332499999965,alvorada do gurgueia,PI
64975,-10.125397647291782,-44.94859015125212,riacho frio,PI
64968,-9.723577691593135,-43.89949268617841,morro cabeca no tempo,PI
64970,-10.22606339346734,-44.63593588345385,parnagua,PI
64970,-10.222209537805291,-44.63573940062039,parnaguá,PI
64990,-9.92338716711996,-45.47635168987134,barreiras do piaui,PI
64995,-10.748198999999946,-45.12092299999995,cristalandia do piaui,PI
64990,-9.92338716711996,-45.47635168987134,barreiras do piauí,PI
64995,-10.64997295612234,-45.18784986149222,cristalândia do piauí,PI
64963,-10.327402400500771,-44.23654363164904,julio borges,PI
64925,-8.726802700787333,-44.23495279921268,palmeira do piaui,PI
65020,-2.5244272445702083,-44.29047948342056,sao luis,MA
65072,-2.546079233971952,-44.3089863702464,são luís,MA
65130,-2.5368706714640674,-44.17151545554634,paco do lumiar,MA
65110,-2.5301297697332683,-44.08225830212763,sao jose de ribamar,MA
65150,-2.937183484466264,-44.25257824254094,rosario,MA
65190,-2.508249389811691,-43.44165925259888,primeira cruz,MA
65170,-2.7744229027386327,-44.05819972832354,icatu,MA
65180,-2.6081845634808416,-43.46363186714308,humberto de campos,MA
65148,-2.838953346082803,-44.05349202758418,axixa,MA
65150,-2.931184875592605,-44.24405710556134,rosário,MA
65143,-2.976122059880391,-44.31567500374251,bacabeira,MA
65110,-2.541572857404326,-44.19578015758027,são josé de ribamar,MA
65160,-2.8754868043566093,-44.03398179457881,morros,MA
65138,-2.427589919612518,-44.10231414522247,raposa,MA
65130,-2.5160318426398,-44.16919175417057,paço do lumiar,MA
65213,-3.2138489999999464,-45.21000049999995,penalva,MA
65200,-2.530881173782189,-45.099247633136194,pinheiro,MA
65225,-2.958762776593132,-44.7962056237003,sao joao batista,MA
65292,-1.7995776157177563,-46.31335612243206,boa vista do gurupi,MA
65284,-2.0093519999999465,-45.851902999999965,governador nunes freire,MA
65238,-2.6496622049576897,-44.8956459208118,palmeirandia,MA
65210,-3.321405084840822,-45.01919981383092,cajari,MA
65295,-1.2083966952947918,-46.021570523277184,carutapera,MA
65272,-2.549871048690015,-45.77642489777076,santa luzia do parua,MA
65230,-2.878386869999672,-44.67634943861064,cajapio,MA
65274,-2.8100664626495844,-45.70621582208173,nova olinda do maranhao,MA
65285,-1.3837033105064729,-45.771231636031054,godofredo viana,MA
65204,-2.5887466266401225,-45.364619606099,presidente sarney,MA
65268,-1.82421581763175,-44.866115174437375,cururupu,MA
65218,-3.1002074984329684,-45.03524197215401,matinha,MA
65299,-2.1412998881048457,-46.12782606689814,centro novo do maranhao,MA
65288,-2.480751965134637,-46.071928827821694,centro do guilherme,MA
65223,-2.9986994762496626,-45.00183507673602,olinda nova do maranhao,MA
65270,-1.7278829589999705,-45.14684444337454,bacuri,MA
65269,-1.854240496904053,-45.113083062886986,serrano do maranhao,MA
65265,-2.066607527018429,-44.78534939308553,mirinzal,MA
65289,-2.052798206536553,-45.95717809214692,maracacume,MA
65279,-2.3796633310535418,-45.82281449298027,presidente medici,MA
65290,-1.3313942836862902,-45.89844956378248,luis domingues,MA
65255,-2.1338405141759216,-44.61118011420099,guimaraes,MA
65294,-1.8792063924760725,-46.07545323278225,junco do maranhão,MA
65290,-1.3321782527375303,-45.89958167728949,luís domingues,MA
65267,-2.1945419999999984,-44.827670720327895,central do maranhao,MA
65278,-1.6677610481046363,-45.3708241940795,turiacu,MA
65225,-2.958762776593132,-44.7962056237003,são joão batista,MA
65280,-1.4560569362390725,-45.72708773150649,cândido mendes,MA
65280,-1.452428965195386,-45.72837111390408,candido mendes,MA
65283,-2.2423648811181045,-45.85835141870228,maranhaozinho,MA
65250,-2.404971524844057,-44.41769474127628,alcantara,MA
65245,-2.5781793489157856,-44.85900866284855,peri mirim,MA
65299,-2.133988396158598,-46.12310634613799,centro novo do maranhão,MA
65250,-2.4077615782470847,-44.41977926629471,alcântara,MA
65233,-2.70778070740857,-44.74003883695993,bacurituba,MA
65206,-2.968129657893153,-45.34851173676488,pedro do rosário,MA
65272,-2.547445070041656,-45.77732631255136,santa luzia do paruá,MA
65248,-2.452665641160311,-44.78653949510694,bequimao,MA
65289,-2.0463877432014783,-45.956927156401534,maracaçumé,MA
65223,-2.9992848776570056,-44.997470400263126,olinda nova do maranhão,MA
65283,-2.2457107162895618,-45.85838908253493,maranhãozinho,MA
65279,-2.3751522592848127,-45.82690494043417,presidente médici,MA
65263,-1.8590439280282904,-44.58682083660479,porto rico do maranhao,MA
65294,-1.878078295371721,-46.07199368518726,junco do maranhao,MA
65276,-2.222631000000004,-45.30495599999999,turilandia,MA
65278,-1.6608546302279157,-45.36579756548833,turiaçu,MA
65275,-1.5394390238582931,-45.08175953126883,apicum-acu,MA
65274,-2.8100664626495844,-45.70621582208173,nova olinda do maranhão,MA
65293,-1.6747728410811775,-46.01120050486437,amapá do maranhão,MA
65293,-1.6732576653020137,-46.01030262739159,amapa do maranhao,MA
65248,-2.4529382284995207,-44.78678102950627,bequimão,MA
65370,-3.607841095932044,-45.34543430135597,pindare mirim,MA
65385,-3.529307999999947,-46.21714999999995,sao joao do caru,MA
65350,-3.463038714077852,-44.87089690479667,vitoria do mearim,MA
65393,-4.317271656392342,-46.46181261437987,buriticupu,MA
65395,-4.485116165862014,-46.85334685001349,bom jesus das selvas,MA
