customer_city,transaction_amount,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
jumirim,3,18535.0,-23.08312656631425,-47.79185217539294,jumirim,SP
breu branco,3,68488.0,-3.7752519494912353,-49.56591038523869,breu branco,PA
pantano grande,3,96690.0,-30.17449907684396,-52.32631963723812,pantano grande,RS
liberdade,3,37350.0,-22.03048299446066,-44.31809570716372,liberdade,MG
formoso,3,38690.0,-14.95076980192409,-46.23304721756627,formoso,MG
rodeiro,3,36510.0,-21.20123851509563,-42.86550326726909,rodeiro,MG
vista alegre do alto,3,15920.0,-21.17381047413771,-48.63200338456181,vista alegre do alto,SP
cururupu,3,65268.0,-1.82421581763175,-44.866115174437375,cururupu,MA
montalvania,3,39495.0,-14.420259836143204,-44.362846415011575,montalvania,MG
coelho neto,3,65620.0,-4.254789561525037,-43.02043037472462,coelho neto,MA
nova monte verde,3,78593.0,-9.984427671604532,-57.466271668548494,nova monte verde,MT
sao goncalo do para,3,35544.0,-19.98651352534854,-44.8549419847643,sao goncalo do para,MG
itirucu,3,45350.0,-13.53145506598426,-40.15022862459009,itirucu,BA
ubaporanga,3,35338.0,-19.63724698139444,-42.10762849313846,ubaporanga,MG
jaqueira,3,55409.0,-8.73127521714635,-35.79771707772199,jaqueira,PE
cacule,3,46300.0,-14.502000888049166,-42.22335735502678,cacule,BA
camutanga,3,55930.0,-7.408674886036342,-35.27177123414998,camutanga,PE
pocinhos,3,58150.0,-7.080462338976808,-36.05824336229835,pocinhos,PB
santaluz,3,48880.0,-11.25220663142499,-39.3828529998875,santaluz,BA
juruena,3,78340.0,-10.329182570392414,-58.4946244132283,juruena,MT
sao francisco do conde,3,43900.0,-12.61844726595868,-38.677119221710925,sao francisco do conde,BA
altonia,3,87550.0,-23.87187862242288,-53.90062937414095,altonia,PR
paulistana,3,64750.0,-8.132776039787586,-41.14287098234002,paulistana,PI
sao pedro da uniao,3,37855.0,-21.13094451146582,-46.61569272422721,sao pedro da uniao,MG
sangao,3,88717.0,-28.67012523717567,-49.10734728123141,sangao,SC
sao sebastiao do maranhao,3,39795.0,-18.088755961274856,-42.57187559930946,sao sebastiao do maranhao,MG
sao martinho,3,86609.0,-23.19343176795569,-51.44023072750024,sao martinho,PR
morro reuter,3,93990.0,-29.541915910140517,-51.06864867979266,morro reuter,RS
antonio carlos,3,36220.0,-21.287204616546354,-43.7509610729194,antonio carlos,MG
pouso redondo,3,89172.0,-27.25430420503072,-49.9284599962938,pouso redondo,SC
paraibano,3,65670.0,-6.432787966184797,-43.98397756418246,paraibano,MA
aguas de santa barbara,3,18770.0,-22.88770495993564,-49.23640149393402,aguas de santa barbara,SP
iguatama,3,38910.0,-20.17293158455772,-45.70282296820706,iguatama,MG
nuporanga,3,14670.0,-20.728680116837992,-47.74940802015743,nuporanga,SP
novo oriente,3,63740.0,-5.534573388001832,-40.772615388001824,novo oriente,CE
witmarsum,3,89157.0,-26.922232024142584,-49.79045816392109,witmarsum,SC
pote,3,39827.0,-17.80556751731407,-41.78632337733238,pote,MG
teofilandia,3,48770.0,-11.473212550782508,-39.003469548332,teofilandia,BA
nova hartz,3,93890.0,-29.58133945586879,-50.87851133806305,nova hartz,RS
tupandi,3,95775.0,-29.49601551719557,-51.41271829143541,tupandi,RS
barbosa ferraz,3,86960.0,-24.02810801846768,-52.00953010663331,barbosa ferraz,PR
tuparetama,3,56760.0,-7.614085500000002,-37.32138900000001,tuparetama,PE
taquarivai,3,18425.0,-23.927344738220512,-48.702720153870686,taquarivai,SP
paranacity,3,87660.0,-22.93825452398184,-52.15652385610892,paranacity,PR
sanharo,3,55250.0,-8.363166291899267,-36.55908780488775,sanharo,PE
ibiai,3,39350.0,-16.85831378537937,-44.908518027193,ibiai,MG
pedreiras,3,65725.0,-4.566386009645874,-44.5952317146412,pedreiras,MA
pitanga,3,85200.0,-24.75751269190114,-51.76142521085123,pitanga,PR
massaranduba,3,58120.0,-7.176657992012693,-35.73483003643631,massaranduba,PB
uaua,3,48950.0,-9.83930282525408,-39.48101116989063,uaua,BA
sao joao do manteninha,3,35277.0,-18.72175326815486,-41.16411262482691,sao joao do manteninha,MG
crisopolis,3,48480.0,-11.507882283558226,-38.15397459433077,crisopolis,BA
curaca,3,48930.0,-8.998290799938937,-39.90576121823325,curaca,BA
indiana,3,19560.0,-22.177823664454152,-51.254713244373534,indiana,SP
cabo verde,3,37880.0,-21.471604320933167,-46.39765503287726,cabo verde,MG
alfredo vasconcelos,3,36272.0,-21.14623178309053,-43.76261472192172,alfredo vasconcelos,MG
itaituba,3,68180.0,-4.2557224061114605,-55.99894265529717,itaituba,PA
silveiras,3,12690.0,-22.663113590333364,-44.85249665898394,silveiras,SP
arrozal,3,27185.0,-22.598629169792236,-44.03547121718152,arrozal,RJ
rio maria,3,68530.0,-7.3129111494478,-50.05236433984784,rio maria,PA
toropi,3,97418.0,-29.46761071150422,-54.2284666942864,toropi,RS
ituacu,3,46640.0,-13.8158474280055,-41.30183467111952,ituacu,BA
garrafao do norte,3,68665.0,-1.9327136441806896,-47.04766159899538,garrafao do norte,PA
cuite,3,58175.0,-6.483656437688705,-36.14578588678153,cuite,PB
campestre,3,37730.0,-21.71201804689176,-46.23858406148462,campestre,MG
umbauba,3,49260.0,-11.383920273492052,-37.6605005450275,umbauba,SE
mirandiba,3,56980.0,-8.122057687725043,-38.729256374215545,mirandiba,PE
eliseu martins,3,64880.0,-8.098876316194977,-43.65956999573901,eliseu martins,PI
quadra,3,18255.0,-23.30123837800848,-48.057262681954285,quadra,SP
goianinha,3,59173.0,-6.268264659883578,-35.208638083748546,goianinha,RN
ilha comprida,3,11925.0,-24.73951532787161,-47.539068581749895,ilha comprida,SP
lavras do sul,3,97390.0,-30.808256816377284,-53.89915708278044,lavras do sul,RS
coremas,3,58770.0,-7.019857137602968,-37.94396565599257,coremas,PB
cacequi,3,97450.0,-29.877366746641407,-54.81818672496754,cacequi,RS
descoberto,3,36690.0,-21.46186653796826,-42.96120471996824,descoberto,MG
conceicao da barra,3,29960.0,-18.58768807008904,-39.7350716811178,conceicao da barra,ES
ouro verde,3,17920.0,-21.489882376851902,-51.69792377335822,ouro verde,SP
itaoca,3,18360.0,-24.643567229055066,-48.83682267211298,itaoca,SP
itaja,3,59513.0,-5.649200861119696,-36.869951708165786,itaja,RN
oriente,3,17570.0,-22.15321602806684,-50.096240643242346,oriente,SP
santa rita de minas,3,35326.0,-19.87505620623293,-42.1339514729239,santa rita de minas,MG
santana do manhuacu,3,36940.0,-20.046395999999945,-41.89168699999996,santana do manhuacu,MG
jardim do serido,3,59343.0,-6.5912759999999935,-36.78131025,jardim do serido,RN
nova alvorada do sul,3,79140.0,-21.45564531183517,-54.370833165671634,nova alvorada do sul,MS
abadia dos dourados,3,38540.0,-18.491105178939936,-47.39826562372559,abadia dos dourados,MG
conceicao das alagoas,3,38120.0,-19.929644278855683,-48.3827306180796,conceicao das alagoas,MG
formosa do rio preto,3,47990.0,-10.826543999999943,-45.778201999999965,formosa do rio preto,BA
alta floresta d'oeste,3,76954.0,-11.924891695655363,-62.00271381852548,alta floresta d'oeste,RO
mombuca,3,13375.0,-22.9294881423121,-47.56826980444118,mombuca,SP
boa viagem,3,63870.0,-5.123454407233237,-39.73101418114105,boa viagem,CE
lupercio,3,17420.0,-22.414561915117933,-49.81530453197319,lupercio,SP
manga,3,39460.0,-14.649527999999949,-44.09588149999996,manga,MG
ibicoara,3,46760.0,-13.4162283473478,-41.28252235440946,ibicoara,BA
careacu,2,37582.0,-22.041634439689343,-45.6985038651419,careacu,MG
abaiara,2,63240.0,-7.3414919999999455,-39.02446249999997,abaiara,CE
ibicare,2,89640.0,-27.08700367520803,-51.3680581500336,ibicare,SC
marinopolis,2,15730.0,-20.439901288184544,-50.823212222965566,marinopolis,SP
nossa senhora das gracas,2,86680.0,-22.91348966472202,-51.80064773522458,nossa senhora das gracas,PR
itagi,2,45230.0,-14.160558148699394,-40.00765140682,itagi,BA
juvenilia,2,39467.0,-14.26966899515059,-44.16132966904323,juvenilia,MG
iacri,2,17680.0,-21.85814149183314,-50.692336795043815,iacri,SP
vicentinopolis,2,75555.0,-17.736462594203996,-49.80431926588982,vicentinopolis,GO
santana da boa vista,2,96590.0,-30.873922879330603,-53.11240411107168,santana da boa vista,RS
aruana,2,76710.0,-14.930075064294604,-51.06859588038342,aruana,GO
mae do rio,2,68675.0,-2.0518723234019856,-47.55212779270403,mae do rio,PA
jaguaruna,2,88715.0,-28.621531461000867,-49.023995719014565,jaguaruna,SC
massape,2,62140.0,-3.5232775204926474,-40.34169124244631,massape,CE
urucuca,2,45680.0,-14.59052247254757,-39.28872499559806,urucuca,BA
afranio,2,56360.0,-8.637343437175167,-41.14186055092925,afranio,PE
brazabrantes,2,75440.0,-16.43369735649809,-49.38323514259279,brazabrantes,GO
paranapua,2,15745.0,-20.10263070684429,-50.59122042582398,paranapua,SP
vigia,2,68780.0,-0.847952530861682,-48.13872661529727,vigia,PA
pontalinda,2,15718.0,-20.438207391902655,-50.52246730435475,pontalinda,SP
parana,2,59950.0,-6.4852539069805015,-38.31191618504487,parana,RN
sao luis do curu,2,62665.0,-3.676264490772936,-39.24024217987362,sao luis do curu,CE
echapora,2,19830.0,-22.42925217631197,-50.20413759688468,echapora,SP
rio do antonio,2,46220.0,-14.406974523732506,-42.07954972491689,rio do antonio,BA
itororo,2,45710.0,-15.119168211880428,-40.06723059750183,itororo,BA
santa maria da boa vista,2,56380.0,-8.798637822387784,-39.824879984911526,santa maria da boa vista,PE
itabatan,2,45936.0,-12.88391299471988,-38.47812242299029,itabatan,BA
sao bras do suacui,2,35495.0,-20.62886328313464,-43.95294451205103,sao bras do suacui,MG
satubinha,2,65709.0,-4.036665996831414,-45.2378096943822,satubinha,MA
rio das antas,2,89550.0,-26.893142597404623,-51.07486197547425,rio das antas,SC
inhauma,2,35763.0,-19.494465689404763,-44.38749419445466,inhauma,MG
barao de cotegipe,2,99740.0,-27.620338197759114,-52.37996726901383,barao de cotegipe,RS
ladainha,2,39825.0,-17.632623946655965,-41.74123438419704,ladainha,MG
wanderley,2,47940.0,-12.12192771101238,-43.887183709960254,wanderley,BA
getulina,2,16450.0,-21.797908200846816,-49.93740098314191,getulina,SP
luz,2,35595.0,-19.788461463692027,-45.68230769882963,luz,MG
perola d'oeste,2,85740.0,-25.82488047948394,-53.74400947618386,perola d'oeste,PR
serra de sao bento,2,59214.0,-6.417552199934386,-35.70414243368328,serra de sao bento,RN
erval grande,2,99750.0,-27.394458164160213,-52.57078732797514,erval grande,RS
sao roque de minas,2,37928.0,-20.246489181068128,-46.36974178397576,sao roque de minas,MG
ipigua,2,15108.0,-20.664462997323263,-49.38853504073393,ipigua,SP
chaveslandia,2,38325.0,-19.04329047203457,-50.48805214021181,chaveslandia,MG
nossa senhora da gloria,2,49680.0,-10.20693096161882,-37.43347921190535,nossa senhora da gloria,SE
matrincha,2,76730.0,-15.434684682107818,-50.74670542542176,matrincha,GO
rio tinto,2,58297.0,-6.809970277327546,-35.07364516396526,rio tinto,PB
fruta de leite,2,39558.0,-16.11412629552326,-42.52662263746937,fruta de leite,MG
guamare,2,59598.0,-5.108560761890624,-36.320389590842304,guamare,RN
espirito santo do turvo,2,18935.0,-22.693131367065195,-49.42968115881128,espirito santo do turvo,SP
grandes rios,2,86845.0,-24.13867989257817,-51.50944859320512,grandes rios,PR
santa rita do ibitipoca,2,36235.0,-21.561865936488346,-43.91529005817311,santa rita do ibitipoca,MG
sao joao do ivai,2,86930.0,-23.99206040691,-51.8243208777732,sao joao do ivai,PR
limeira do oeste,2,38295.0,-19.55565735785447,-50.57912570103546,limeira do oeste,MG
sonora,2,79415.0,-17.577454114756065,-54.75176406686125,sonora,MS
itaueira,2,64820.0,-7.601336324381058,-43.026868872593,itaueira,PI
tutoia,2,65580.0,-2.7633938173653654,-42.27921251046124,tutoia,MA
mairi,2,44630.0,-11.709298408746143,-40.14758166586196,mairi,BA
piripa,2,46270.0,-14.941374412362489,-41.71780686552535,piripa,BA
rio formoso,2,55570.0,-8.663202080768311,-35.15524416419809,rio formoso,PE
jardim alegre,2,86860.0,-24.179967629195087,-51.68879307839177,jardim alegre,PR
monte alegre,2,28490.0,-21.46814424811957,-42.036638425706926,monte alegre,RJ
mogi-mirim,2,13807.0,-22.401861515875733,-46.94355850022435,mogi-mirim,SP
presidente alves,2,16670.0,-22.095184429554525,-49.43990375069418,presidente alves,SP
mata roma,2,65510.0,-3.632300980197133,-43.113998235147854,mata roma,MA
corumba de goias,2,72960.0,-15.92696866257053,-48.80867684386286,corumba de goias,GO
ararica,2,93880.0,-29.61265607145342,-50.92736417492653,ararica,RS
presidente kennedy,2,29350.0,-21.156005999999948,-41.07582349999996,presidente kennedy,ES
tabuleiro,2,36165.0,-21.360487314796828,-43.24879852271757,tabuleiro,MG
santa izabel do oeste,2,85650.0,-25.787216999999945,-53.43283249999996,santa izabel do oeste,PR
itapirapua,2,76290.0,-15.823454293842405,-50.6137023113649,itapirapua,GO
senador firmino,2,36540.0,-20.918108281783663,-43.100183430333416,senador firmino,MG
ibiaca,2,99940.0,-28.05694650926311,-51.85682112039228,ibiaca,RS
carmopolis,2,49740.0,-10.649021520663837,-36.99115186582121,carmopolis,SE
pedra bela,2,12990.0,-22.7948459815486,-46.44274854864501,pedra bela,SP
piau,2,36157.0,-21.509210218328228,-43.32506142162322,piau,MG
piracuruca,2,64240.0,-3.929133069780427,-41.700814673613735,piracuruca,PI
ichu,2,48725.0,-11.74740353985126,-39.19961684239754,ichu,BA
alto paraiso,2,76862.0,-9.715787844777758,-63.32030782076434,alto paraiso,RO
senhora de oliveira,2,36470.0,-20.79574403002361,-43.35360936986483,senhora de oliveira,MG
zortea,2,89633.0,-27.456632577969646,-51.54789193396126,zortea,SC
porto franco,2,65970.0,-6.349730069419711,-47.38705074579457,porto franco,MA
diogo de vasconcelos,2,35437.0,-20.489414857024457,-43.19909444600368,diogo de vasconcelos,MG
sao pedro do turvo,2,18940.0,-22.74677405127987,-49.74240751108901,sao pedro do turvo,SP
sitio do quinto,2,48565.0,-10.365347918039614,-38.20018215319429,sitio do quinto,BA
serra azul de minas,2,39165.0,-18.360558461348287,-43.16725461853702,serra azul de minas,MG
uruoca,2,62460.0,-3.3137298711675984,-40.55747250954906,uruoca,CE
riachinho,2,38640.0,-16.223266212215982,-45.997340336760026,riachinho,MG
alto alegre do iguacu,2,85794.0,-22.896711706478506,-51.8908414339614,alto alegre do iguacu,PR
sao jose do goiabal,2,35986.0,-19.921546109723863,-42.71561654498163,sao jose do goiabal,MG
nova olimpia,2,78370.0,-14.783072033172042,-57.29076189263402,nova olimpia,MT
tunas do parana,2,83480.0,-24.9763055633229,-49.09226407989016,tunas do parana,PR
itamogi,2,37973.0,-21.077809756025545,-47.04659905913997,itamogi,MG
araguapaz,2,76720.0,-15.095941725539806,-50.62738182019744,araguapaz,GO
reserva do cabacal,2,78265.0,-15.12581871869608,-58.38031660181908,reserva do cabacal,MT
buritizal,2,14570.0,-20.19583527692971,-47.708164833245,buritizal,SP
itau,2,59855.0,-5.841350137529667,-37.99759161433244,itau,RN
vargem,2,12935.0,-22.90321267809593,-46.38232959310745,vargem,SP
sao jose do hortencio,2,95755.0,-29.53174718114928,-51.24992461413803,sao jose do hortencio,RS
salto da divisa,2,39925.0,-15.998882413379146,-39.94592411160264,salto da divisa,MG
nova campina,2,18435.0,-24.12512958321233,-48.90885881818258,nova campina,SP
belem do sao francisco,2,56440.0,-8.75242794524902,-38.9638949490912,belem do sao francisco,PE
luiziana,2,87290.0,-24.28718549443975,-52.27378762745151,luiziana,PR
pontalina,2,75620.0,-17.516562638724658,-49.44717306630277,pontalina,GO
acu,2,59650.0,-5.575405522903156,-36.92336238529808,acu,RN
ceara-mirim,2,59570.0,-5.6382846718957325,-35.423499353436846,ceara-mirim,RN
miranorte,2,77660.0,-9.516167999999992,-48.59019000000001,miranorte,TO
francisco dumont,2,39387.0,-17.311574586250774,-44.22868197449818,francisco dumont,MG
rondon,2,87800.0,-23.41795041472369,-52.77341857828163,rondon,PR
david canabarro,2,99980.0,-28.38921783052984,-51.84601199170674,david canabarro,RS
miraima,2,62530.0,-3.5706637236807808,-39.96859384107746,miraima,CE
estrela do indaia,2,35613.0,-19.524552700629933,-45.77688670062993,estrela do indaia,MG
passa tres,2,27470.0,-22.693764497543054,-44.00449724718562,passa tres,RJ
guarani das missoes,2,97950.0,-28.14402785743544,-54.56061884042862,guarani das missoes,RS
inimutaba,2,35796.0,-18.728528248622027,-44.36050913760349,inimutaba,MG
tapirai,2,18180.0,-23.966107373181213,-47.50984393137235,tapirai,SP
nova canaa paulista,2,15773.0,-20.38868099999999,-50.94843585982183,nova canaa paulista,SP
oros,2,63520.0,-6.2472834287083066,-38.91596633550679,oros,CE
muquem do sao francisco,2,47115.0,-12.064449360756326,-43.5514659779849,muquem do sao francisco,BA
piata,2,46765.0,-13.15200989080445,-41.776627995941126,piata,BA
sucupira do norte,2,65860.0,-6.481642218164133,-44.1915894146052,sucupira do norte,MA
governador lindenberg,2,29720.0,-19.25531282743042,-40.45774848543095,governador lindenberg,ES
rubiacea,2,16750.0,-21.29922925423117,-50.72854690015148,rubiacea,SP
queluz,2,12800.0,-22.53169799999999,-44.75401199999999,queluz,SP
montauri,2,99255.0,-28.654018045290577,-52.07844975383709,montauri,RS
frei martinho,2,58195.0,-6.401974578815285,-36.45218500662023,frei martinho,PB
inhapi,2,57545.0,-9.221200793777086,-37.75086088133125,inhapi,AL
carmo do rio verde,2,76340.0,-15.354799204959823,-49.70200488705204,carmo do rio verde,GO
santa helena de minas,2,39874.0,-16.938794632557947,-40.68623646515535,santa helena de minas,MG
olho d'agua das cunhas,2,65706.0,-4.147076863813748,-45.11379234817535,olho d'agua das cunhas,MA
planura,2,38220.0,-20.140612484299115,-48.70851384020849,planura,MG
ibiraja,2,45972.0,-17.200357073955075,-40.21779110967584,ibiraja,BA
luiz alves,2,89128.0,-26.229442939484237,-49.4052167110414,luiz alves,SC
mascote,2,45870.0,-15.610013909083872,-39.4359710541524,mascote,BA
lagoa do carro,2,55820.0,-7.845893558788541,-35.308800180333364,lagoa do carro,PE
bonfinopolis,2,75195.0,-16.582025999999946,-48.98971249999997,bonfinopolis,GO
jabora,2,89677.0,-27.17206555808261,-51.73787061555339,jabora,SC
santana do araguaia,2,68560.0,-9.328403729364815,-50.34735464985108,santana do araguaia,PA
chale,2,36985.0,-20.050684955421136,-41.68389610723367,chale,MG
lavras da mangabeira,2,63300.0,-6.755386742362436,-38.96694518611535,lavras da mangabeira,CE
sao miguel dos campos,2,57245.0,-9.806621040983892,-36.11622254966436,sao miguel dos campos,AL
ipe,2,95240.0,-28.81655038417184,-51.28458123987485,ipe,RS
placas,2,68138.0,-3.8680705441363914,-54.215231563619774,placas,PA
laranjal,2,36760.0,-21.363869611247576,-42.47723627750487,laranjal,MG
sao luis do quitunde,2,57920.0,-9.318501779082258,-35.566675671317455,sao luis do quitunde,AL
dormentes,2,56355.0,-8.447365051221961,-40.767659918662346,dormentes,PE
saude,2,44740.0,-10.94098261320774,-40.42121037633781,saude,BA
peritiba,2,89750.0,-27.370514774407,-51.90160130155491,peritiba,SC
nazario,2,76180.0,-16.57708557028883,-49.88323442971115,nazario,GO
irai de minas,2,38510.0,-18.98621037854543,-47.46277150174947,irai de minas,MG
pedregulho,2,14470.0,-20.25024327597232,-47.47871792916746,pedregulho,SP
sao domingos do maranhao,2,65790.0,-5.573837987577579,-44.38433463702893,sao domingos do maranhao,MA
lagoa nova,2,59390.0,-6.095652177180099,-36.46932952430724,lagoa nova,RN
barra,2,47100.0,-11.090032261761426,-43.140657823476445,barra,BA
meruoca,2,62130.0,-3.5387647730777085,-40.45524137946652,meruoca,CE
durande,2,36974.0,-20.20311006291932,-41.79995332795986,durande,MG
carnaubais,2,59665.0,-5.337916975862425,-36.83541050152537,carnaubais,RN
rodeio bonito,2,98360.0,-27.474568158201382,-53.16960588758754,rodeio bonito,RS
castro alves,2,44500.0,-12.764402339879744,-39.43035770661008,castro alves,BA
ocara,2,62755.0,-4.48662102553753,-38.59571797110946,ocara,CE
santa monica,2,87915.0,-23.173719999999943,-53.09298999999999,santa monica,PR
sao miguel do gostoso,2,59585.0,-5.172014999999945,-35.73742399999995,sao miguel do gostoso,RN
bom jesus das selvas,2,65395.0,-4.485116165862014,-46.85334685001349,bom jesus das selvas,MA
jaguaquara,2,45345.0,-13.538294432442902,-39.97021044777242,jaguaquara,BA
seringueiras,2,76934.0,-11.772941696494254,-63.031605204339016,seringueiras,RO
campina das missoes,2,98975.0,-27.99110094793968,-54.84605581154811,campina das missoes,RS
milha,2,63635.0,-5.676624388957239,-39.19347280507557,milha,CE
nova brasilandia d'oeste,2,76958.0,-11.726854003053392,-62.326068505717735,nova brasilandia d'oeste,RO
sao jose da vitoria,2,45620.0,-15.077539254327045,-39.33610402092656,sao jose da vitoria,BA
arapei,2,12870.0,-22.671984270072414,-44.44834126039903,arapei,SP
porto calvo,2,57900.0,-9.057423265129469,-35.39361375928044,porto calvo,AL
olindina,2,48470.0,-11.35821461912876,-38.32785940893865,olindina,BA
goiabeira,2,35248.0,-18.98372585054752,-41.22304202932259,goiabeira,MG
sao joao do triunfo,2,84150.0,-25.68038290991609,-50.29838170749122,sao joao do triunfo,PR
ponto dos volantes,2,39615.0,-16.754566668497645,-41.50657967149204,ponto dos volantes,MG
santa maria do suacui,2,39780.0,-18.182043413208984,-42.41872826144926,santa maria do suacui,MG
cachoeira do campo,2,35410.0,-20.3458092223152,-43.6720476530671,cachoeira do campo,MG
serranopolis do iguacu,2,85885.0,-25.413859104484555,-54.03657663610075,serranopolis do iguacu,PR
ibiassuce,2,46390.0,-14.272349769183322,-42.2580151875978,ibiassuce,BA
sao jose do divino,2,39848.0,-18.47927585879523,-41.38539809105656,sao jose do divino,MG
itaquitinga,2,55950.0,-7.671350169806433,-35.10569971017287,itaquitinga,PE
santa maria do para,2,68738.0,-1.3480261191340923,-47.570061339835405,santa maria do para,PA
patrocinio do muriae,2,36860.0,-21.15128836448134,-42.21001128058038,patrocinio do muriae,MG
santa barbara do sul,2,98240.0,-28.36248135474927,-53.24963650974671,santa barbara do sul,RS
dionisio,2,35984.0,-19.843524,-42.782571,dionisio,MG
cristopolis,2,47950.0,-12.234753551058445,-44.41808211184115,cristopolis,BA
salto do ceu,2,78270.0,-15.130076353429205,-58.134852111704106,salto do ceu,MT
arembepe,2,42835.0,-12.7621161537852,-38.18152285695949,arembepe,BA
ribeiraozinho,2,78613.0,-16.493601170951834,-52.69291792304641,ribeiraozinho,MT
aramari,2,48130.0,-12.104527041328868,-38.49751598252456,aramari,BA
portalegre,2,59810.0,-6.02837434793123,-37.99270910154039,portalegre,RN
carutapera,2,65295.0,-1.2083966952947918,-46.021570523277184,carutapera,MA
perpetuo socorro,2,35196.0,-19.30993956751607,-42.375444400049226,perpetuo socorro,MG
campo novo,2,98570.0,-27.677575413466325,-53.8052314690834,campo novo,RS
irara,2,44255.0,-12.045470004102038,-38.766858100554245,irara,BA
sitio novo,2,59440.0,-6.10752907461681,-35.91378340816983,sitio novo,RN
turvolandia,2,37496.0,-21.872877165105397,-45.789760233705394,turvolandia,MG
alianca do tocantins,2,77455.0,-11.304658340172317,-48.93832503222829,alianca do tocantins,TO
luizlandia do oeste,2,38776.0,-16.68752740840022,-49.26546189021784,luizlandia do oeste,MG
bento de abreu,2,16790.0,-21.270726224626276,-50.81072235725438,bento de abreu,SP
buritirama,2,47120.0,-10.71856904846853,-43.63389716906193,buritirama,BA
nova mamore,2,76857.0,-10.407341614387772,-65.33397575469797,nova mamore,RO
paudalho,2,55825.0,-7.904779867143789,-35.174273038602806,paudalho,PE
alto horizonte,2,76560.0,-14.195966967713574,-49.33496921992791,alto horizonte,GO
quevedos,2,98140.0,-29.352236897601173,-54.07527280993666,quevedos,RS
riacho das almas,2,55120.0,-8.136108249653915,-35.85336588633218,riacho das almas,PE
santa maria da serra,2,17370.0,-22.568919796062783,-48.15058521909285,santa maria da serra,SP
ametista do sul,2,98465.0,-27.37302039403271,-53.16733955629038,ametista do sul,RS
alto rio novo,2,29760.0,-19.05726560399876,-41.01760299031785,alto rio novo,ES
avelino lopes,2,64965.0,-10.201871999999945,-43.96169149999997,avelino lopes,PI
monte formoso,2,39893.0,-16.869739069761888,-41.25494090608517,monte formoso,MG
altaneira,2,63195.0,-6.998786597235944,-39.7399246801677,altaneira,CE
araponga,2,36594.0,-20.66748747514089,-42.51919653314548,araponga,MG
sao paulo do potengi,2,59460.0,-5.892220300409324,-35.763879015918725,sao paulo do potengi,RN
jacinto,2,39930.0,-16.146839654595336,-40.29643706623748,jacinto,MG
anitapolis,2,88475.0,-27.909599359484886,-49.13261919315861,anitapolis,SC
rinopolis,2,17740.0,-21.71374424581356,-50.72688565961074,rinopolis,SP
mata grande,2,57540.0,-9.118185299007378,-37.7231695259358,mata grande,AL
sao joao da mata,2,37568.0,-21.93367420400954,-45.92502455518856,sao joao da mata,MG
santa teresinha,2,44590.0,-12.773424776172185,-39.523951000608605,santa teresinha,BA
roca sales,2,95735.0,-29.28739352181165,-51.87173916145876,roca sales,RS
sitio novo do tocantins,2,77940.0,-5.643029999999946,-47.70049849999995,sitio novo do tocantins,TO
chapada do norte,2,39648.0,-17.154020999999947,-42.37208449999997,chapada do norte,MG
nova esperanca do sul,2,97770.0,-29.40959645171018,-54.830555709833256,nova esperanca do sul,RS
senador guiomard,2,69925.0,-10.156931187419229,-67.72877529395102,senador guiomard,AC
porto amazonas,2,84140.0,-25.545258070749952,-49.881757819398686,porto amazonas,PR
morpara,2,47580.0,-11.568108090177711,-43.27587755787843,morpara,BA
pastos bons,2,65870.0,-6.597583049361235,-44.08840131909156,pastos bons,MA
santa clara do sul,2,95915.0,-29.46383049653755,-52.079634,santa clara do sul,RS
santo antonio do palma,2,99265.0,-28.497683999999943,-52.00334449999996,santo antonio do palma,RS
ibiraiaras,2,95305.0,-28.37198645463488,-51.6325589821345,ibiraiaras,RS
nipoa,2,15240.0,-20.914980658495576,-49.77480921602129,nipoa,SP
piacabucu,2,57210.0,-10.405836974901254,-36.42901526334425,piacabucu,AL
guarara,2,36606.0,-21.73060200259733,-43.03849795673853,guarara,MG
monte castelo,2,17960.0,-21.298957141240443,-51.56497058778417,monte castelo,SP
itapetim,2,56720.0,-7.376395560478204,-37.19523372642441,itapetim,PE
tabapora,2,78563.0,-11.307343873708543,-56.826056944214905,tabapora,MT
tomar do geru,2,49280.0,-11.37633011297053,-37.8402769614854,tomar do geru,SE
sao paulo das missoes,2,97980.0,-28.03016093631711,-54.93822480364432,sao paulo das missoes,RS
jucurucu,2,45834.0,-16.842912123142085,-40.160974024320346,jucurucu,BA
canhotinho,2,55420.0,-8.88259748042387,-36.19943188543137,canhotinho,PE
caputira,2,36925.0,-20.172469420418796,-42.27331856442149,caputira,MG
tamarana,2,86125.0,-23.730114746625127,-51.09424573397643,tamarana,PR
crisolita,2,39885.0,-17.277521340163478,-41.0889441139695,crisolita,MG
castelo do piaui,2,64340.0,-5.3218992707087605,-41.5517296208376,castelo do piaui,PI
florai,2,87185.0,-23.313596694739694,-52.30406621904029,florai,PR
aparecida de sao manuel,2,18655.0,-22.732593963519456,-48.61689385572671,aparecida de sao manuel,SP
lindoeste,2,85826.0,-25.258301986370583,-53.57525385622262,lindoeste,PR
junqueiro,2,57270.0,-9.888675029135362,-36.46836013110915,junqueiro,AL
palmeiras,2,46930.0,-12.512308577390838,-41.574648732359,palmeiras,BA
victor graeff,2,99350.0,-28.561720895928712,-52.7462928216082,victor graeff,RS
